Easting,Northing,Tree_ID,Year,Nests_Removed
520930,172675,,2017,1
520920,172629,,2017,4
520908,173075,,2017,18
520902,174357,,2017,2
520898,173065,,2017,4
520897,172187,,2017,43
520883,172185,,2017,22
520880,172151,,2017,27
520880,174367,,2017,1
520877,172131,,2017,1
520877,172170,,2017,54
520875,174375,,2017,1
520874,172164,,2017,6
520865,172157,,2017,30
520862,174384,,2017,1
520857,173550,,2017,8
520857,173561,,2017,17
520848,172130,,2017,8
520848,174309,,2017,6
520846,172977,,2017,37
520843,173556,,2017,13
520841,173568,,2017,12
520837,172110,,2017,2
520837,172128,,2017,50
520835,172225,,2017,146
520830,172121,,2017,15
520829,173510,,2017,23
520829,173551,,2017,13
520829,173560,,2017,7
520827,172129,,2017,33
520822,172212,,2017,17
520821,174279,,2017,6
520814,173551,,2017,12
520813,174158,,2017,4
520810,173558,,2017,7
520809,174293,,2017,3
520808,172155,,2017,54
520808,173513,,2017,11
520806,174114,,2017,4
520806,174274,,2017,3
520805,173580,,2017,23
520803,172186,,2017,15
520803,174431,,2017,1
520799,174440,,2017,5
520794,172078,,2017,19
520792,173557,,2017,17
520791,172159,,2017,51
520788,172071,,2017,2
520786,172122,,2017,219
520784,173536,,2017,17
520783,173541,,2017,2
520781,172229,,2017,15
520779,172152,,2017,53
520779,172155,,2017,8
520773,173524,,2017,28
520772,174086,,2017,4
520771,174159,,2017,2
520771,174222,,2017,3
520769,172052,,2017,99
520761,173525,,2017,10
520757,173539,,2017,6
520757,174074,,2017,4
520756,172221,,2017,51
520756,174336,,2017,2
520755,174091,,2017,1
520752,172159,,2017,109
520748,173521,,2017,4
520747,174179,,2017,2
520741,174238,,2017,2
520740,172179,,2017,10
520740,173541,,2017,5
520739,174343,,2017,2
520738,173559,,2017,5
520735,172152,,2017,68
520735,172166,,2017,13
520734,172171,,2017,30
520734,173542,,2017,7
520725,172097,,2017,45
520721,172165,,2017,38
520719,172245,,2017,70
520714,173541,,2017,13
520713,172129,,2017,58
520710,172067,,2017,13
520705,172238,,2017,48
520705,172379,,2017,123
520705,173533,,2017,20
520697,172125,,2017,47
520696,173526,,2017,15
520695,172096,,2017,33
520694,172148,,2017,14
520692,172099,,2017,90
520687,172108,,2017,7
520685,173553,,2017,17
520684,172122,,2017,25
520679,172099,,2017,7
520678,172096,,2017,26
520678,173528,,2017,19
520673,172109,,2017,24
520669,173048,,2017,2
520667,172092,,2017,26
520659,173031,,2017,2
520656,173532,,2017,4
520656,173545,,2017,7
520655,172106,,2017,57
520654,173028,,2017,3
520646,173013,,2017,2
520641,173537,,2017,36
520633,173522,,2017,13
520632,173522,,2017,6
520631,173349,,2017,8
520629,173015,,2017,6
520622,173152,,2017,2
520620,172986,,2017,10
520619,173116,,2017,2
520619,173513,,2017,5
520601,173512,,2017,7
520595,173301,,2017,2
520593,173272,,2017,2
520590,173283,,2017,2
520588,173420,,2017,3
520585,173301,,2017,3
520584,173238,,2017,6
520580,173231,,2017,2
520575,173456,,2017,5
520570,173276,,2017,1
520560,172094,,2017,11
520549,173209,,2017,17
520547,171813,,2017,1
520543,171891,,2017,1
520542,171805,,2017,1
520535,172883,,2017,3
520531,172877,,2017,4
520518,172076,,2017,24
520508,172096,,2017,10
520493,172070,,2017,7
520463,172737,,2017,2
520461,172068,,2017,16
520427,171632,,2017,1
520416,173447,,2017,5
520404,173422,,2017,12
520391,173431,,2017,14
520375,172631,,2017,3
520374,173422,,2017,3
520368,172628,,2017,1
520361,172648,,2017,2
520351,173172,,2017,8
520349,173412,,2017,50
520345,172650,,2017,1
520340,173422,,2017,2
520337,172643,,2017,1
520333,172645,,2017,1
520333,173176,,2017,50
520329,173406,,2017,1
520313,173400,,2017,2
520312,172645,,2017,3
520307,172617,,2017,13
520293,173362,,2017,12
520284,173192,,2017,23
520279,172666,,2017,51
520277,173371,,2017,39
520276,173168,,2017,10
520265,173187,,2017,31
520261,173904,,2017,7
520257,173945,,2017,33
520254,173168,,2017,9
520244,172561,,2017,6
520238,172580,,2017,2
520238,173975,,2017,3
520230,172590,,2017,10
520228,173178,,2017,9
520227,173963,,2017,2
520224,171818,,2017,1
520221,173939,,2017,1
520220,173186,,2017,11
520212,172513,,2017,9
520203,172531,,2017,5
520200,172545,,2017,3
520175,172556,,2017,4
520175,172556,,2017,5
520157,172552,,2017,4
520152,172569,,2017,9
520115,172062,,2017,2
520115,172552,,2017,4
520114,172063,,2017,1
520113,172478,,2017,2
520113,172526,,2017,6
520111,173811,,2017,10
520110,173456,,2017,27
520109,172574,,2017,17
520109,173533,,2017,29
520105,172491,,2017,8
520103,173416,,2017,70
520101,172469,,2017,4
520099,173197,,2017,7
520098,172555,,2017,1
520097,173542,,2017,20
520094,172475,,2017,6
520094,173811,,2017,1
520091,172748,,2017,25
520091,173794,,2017,7
520090,172494,,2017,21
520085,172710,,2017,6
520084,172705,,2017,7
520081,172566,,2017,10
520080,173410,,2017,4
520079,173395,,2017,26
520077,172556,,2017,8
520076,171806,,2017,1
520076,172725,,2017,12
520075,171788,,2017,61
520074,171803,,2017,9
520074,173416,,2017,18
520073,172549,,2017,3
520072,173412,,2017,8
520071,171790,,2017,1
520067,172727,,2017,8
520065,172582,,2017,6
520064,172572,,2017,8
520063,172753,,2017,1
520060,172561,,2017,3
520060,172609,,2017,18
520060,173303,,2017,15
520060,173325,,2017,44
520059,173348,,2017,21
520059,173349,,2017,6
520058,172735,,2017,13
520058,173369,,2017,4
520058,173578,,2017,32
520057,172699,,2017,26
520057,172726,,2017,9
520056,172437,,2017,11
520056,172593,,2017,11
520054,171944,,2017,6
520054,172758,,2017,25
520053,172745,,2017,2
520050,172422,,2017,15
520050,172674,,2017,5
520049,172729,,2017,3
520048,172566,,2017,24
520048,173593,,2017,4
520048,173593,,2017,42
520047,173583,,2017,32
520045,172550,,2017,4
520044,172581,,2017,5
520044,172752,,2017,6
520042,171607,,2017,5
520042,172760,,2017,1
520040,172536,,2017,16
520038,171848,,2017,1
520038,171886,,2017,1
520037,171563,,2017,32
520037,172763,,2017,5
520037,173311,,2017,12
520036,172404,,2017,2
520036,172679,,2017,3
520035,172742,,2017,3
520034,171938,,2017,2
520034,172480,,2017,35
520032,171807,,2017,4
520032,172709,,2017,1
520032,172737,,2017,1
520028,173600,,2017,18
520027,172452,,2017,11
520026,171588,,2017,3
520026,172010,,2017,5
520025,173611,,2017,27
520024,172709,,2017,2
520023,173337,,2017,3
520021,172744,,2017,5
520020,172751,,2017,5
520020,172760,,2017,2
520019,172466,,2017,22
520019,173582,,2017,24
520018,171581,,2017,1
520018,172007,,2017,4
520018,173303,,2017,7
520018,173365,,2017,3
520014,173375,,2017,2
520013,172760,,2017,2
520012,171972,,2017,1
520011,171789,,2017,1
520011,173323,,2017,5
520009,172463,,2017,16
520009,173325,,2017,5
520009,173377,,2017,11
520008,172489,,2017,2
520008,172727,,2017,3
520005,171963,,2017,3
520005,172007,,2017,1
520005,172739,,2017,1
520004,172036,,2017,2
520003,172692,,2017,6
520002,171537,,2017,3
520002,173547,,2017,10
520001,171545,,2017,26
520001,171840,,2017,4
520001,172525,,2017,12
520000,172749,,2017,3
520000,173312,,2017,1
520000,173872,,2017,1
519997,171851,,2017,1
519996,172466,,2017,17
519996,173306,,2017,2
519995,172019,,2017,1
519995,173336,,2017,11
519994,172039,,2017,3
519994,172764,,2017,19
519989,171984,,2017,1
519987,171984,,2017,3
519986,171955,,2017,4
519985,171997,,2017,3
519983,171961,,2017,2
519982,173876,,2017,3
519981,171490,,2017,17
519981,171940,,2017,1
519981,172013,,2017,1
519981,173277,,2017,1
519979,171471,,2017,16
519979,171890,,2017,1
519977,171871,,2017,3
519976,171505,,2017,11
519975,171845,,2017,1
519969,171901,,2017,3
519969,171944,,2017,2
519967,171857,,2017,1
519966,173304,,2017,8
519963,173288,,2017,5
519960,171950,,2017,2
519960,173776,,2017,1
519958,171800,,2017,2
519955,171419,,2017,55
519954,172440,,2017,11
519948,171813,,2017,1
519947,174241,,2017,1
519940,171669,,2017,3
519939,172427,,2017,4
519934,171634,,2017,2
519934,171837,,2017,2
519933,171844,,2017,3
519933,171850,,2017,3
519931,172480,,2017,7
519928,172255,,2017,4
519927,172412,,2017,6
519915,172454,,2017,3
519914,171337,,2017,10
519913,171221,,2017,5
519911,171848,,2017,2
519910,171416,,2017,15
519910,171827,,2017,1
519910,171860,,2017,3
519909,171638,,2017,4
519909,171803,,2017,1
519907,171837,,2017,1
519905,171234,,2017,4
519902,171877,,2017,1
519900,172273,,2017,2
519900,173046,,2017,6
519899,171331,,2017,15
519895,171739,,2017,1
519895,171760,,2017,5
519894,171802,,2017,1
519891,171354,,2017,21
519889,173748,,2017,22
519888,172271,,2017,6
519881,171310,,2017,1
519870,171325,,2017,2
519870,171883,,2017,1
519869,171832,,2017,1
519867,171785,,2017,1
519866,171341,,2017,1
519865,171416,,2017,1
519863,171415,,2017,2
519860,171998,,2017,4
519859,171322,,2017,10
519859,171390,,2017,1
519859,171392,,2017,1
519857,171804,,2017,5
519855,171627,,2017,4
519855,174450,,2017,3
519853,171380,,2017,28
519852,172054,,2017,1
519850,171843,,2017,1
519849,171828,,2017,4
519848,171647,,2017,5
519846,171329,,2017,70
519845,171942,,2017,1
519844,173792,,2017,30
519839,173114,,2017,23
519835,171838,,2017,1
519831,171939,,2017,1
519824,171863,,2017,1
519823,171757,,2017,1
519821,171208,,2017,9
519815,171914,,2017,1
519813,171222,,2017,9
519812,171649,,2017,3
519792,171869,,2017,2
519791,171856,,2017,1
519790,171770,,2017,1
519788,171847,,2017,3
519787,172991,,2017,28
519784,173033,,2017,31
519782,173147,,2017,26
519781,171854,,2017,1
519774,173011,,2017,10
519773,171772,,2017,2
519772,173311,,2017,8
519763,173104,,2017,21
519748,173013,,2017,61
519746,172945,,2017,8
519732,171726,,2017,1
519727,174067,,2017,8
519723,171706,,2017,1
519721,174072,,2017,3
519721,174081,,2017,4
519719,172008,,2017,5
519697,171854,,2017,5
519688,172894,,2017,1
519680,173129,,2017,31
519670,173111,,2017,19
519670,173149,,2017,23
519665,172887,,2017,1
519662,173231,,2017,5
519659,173130,,2017,39
519658,172895,,2017,1
519656,173220,,2017,21
519651,173108,,2017,50
519648,173143,,2017,37
519643,173126,,2017,26
519641,172715,,2017,3
519638,172703,,2017,3
519625,172882,,2017,9
519620,172697,,2017,2
519619,172710,,2017,13
519614,173415,,2017,17
519602,172693,,2017,3
519597,172865,,2017,2
519596,172600,,2017,11
519596,172877,,2017,3
519592,172754,,2017,3
519590,171681,,2017,2
519590,172707,,2017,1
519587,171690,,2017,2
519587,172574,,2017,8
519587,172699,,2017,4
519587,172745,,2017,3
519584,172794,,2017,1
519584,172855,,2017,5
519583,172758,,2017,1
519582,171686,,2017,3
519580,171954,,2017,1
519579,172270,,2017,4
519579,172754,,2017,2
519579,172822,,2017,4
519578,171702,,2017,3
519578,172842,,2017,11
519563,171696,,2017,1
519563,172070,,2017,4
519560,172664,,2017,11
519559,171659,,2017,3
519559,172748,,2017,10
519558,172703,,2017,1
519555,173440,,2017,57
519554,172629,,2017,7
519554,172802,,2017,3
519551,172065,,2017,8
519549,172733,,2017,1
519549,172744,,2017,3
519549,173445,,2017,32
519548,172689,,2017,1
519548,173452,,2017,10
519547,172646,,2017,5
519545,171690,,2017,3
519545,172593,,2017,7
519544,172577,,2017,6
519544,172794,,2017,1
519544,172819,,2017,11
519544,173448,,2017,12
519543,173648,,2017,1
519542,173468,,2017,29
519542,173474,,2017,24
519541,173475,,2017,3
519539,171662,,2017,4
519539,172764,,2017,11
519538,172694,,2017,3
519535,172789,,2017,6
519534,173686,,2017,2
519533,171667,,2017,29
519531,171651,,2017,6
519530,172980,,2017,1
519529,172693,,2017,2
519525,172063,,2017,4
519524,173475,,2017,40
519523,173670,,2017,2
519523,173697,,2017,1
519521,171634,,2017,3
519521,172561,,2017,9
519520,172687,,2017,3
519520,172693,,2017,2
519520,173479,,2017,11
519519,171621,,2017,7
519516,172038,,2017,1
519515,172577,,2017,7
519511,172052,,2017,6
519508,172565,,2017,3
519507,172581,,2017,3
519506,170980,,2017,6
519506,173487,,2017,38
519502,174096,,2017,1
519501,172703,,2017,7
519500,172554,,2017,13
519500,172790,,2017,8
519499,172761,,2017,3
519493,172574,,2017,13
519491,172219,,2017,33
519491,172748,,2017,3
519491,173986,,2017,1
519490,172724,,2017,6
519490,172794,,2017,7
519488,171686,,2017,1
519484,172763,,2017,6
519483,173361,,2017,9
519480,172207,,2017,12
519478,173413,,2017,6
519477,172069,,2017,3
519475,173497,,2017,3
519471,172719,,2017,2
519471,173355,,2017,6
519470,173366,,2017,3
519466,172715,,2017,1
519466,173494,,2017,1
519466,173503,,2017,5
519464,173898,,2017,1
519461,172700,,2017,7
519457,173364,,2017,2
519455,172714,,2017,1
519455,172817,,2017,1
519454,173383,,2017,8
519453,173496,,2017,25
519452,173589,,2017,13
519451,170690,,2017,29
519449,171727,,2017,20
519449,173413,,2017,1
519448,173424,,2017,9
519448,174386,,2017,2
519446,173500,,2017,4
519443,172812,,2017,4
519443,174351,,2017,2
519441,173399,,2017,4
519440,173510,,2017,2
519439,173418,,2017,9
519438,173385,,2017,19
519438,173613,,2017,3
519433,173403,,2017,15
519432,172927,,2017,2
519431,172784,,2017,3
519428,173425,,2017,10
519427,173407,,2017,5
519422,171318,,2017,1
519420,171332,,2017,3
519418,173784,,2017,4
519416,171320,,2017,2
519415,173771,,2017,1
519412,172777,,2017,2
519409,171349,,2017,1
519408,172847,,2017,11
519407,173783,,2017,2
519406,173779,,2017,8
519398,174368,,2017,1
519394,172815,,2017,13
519392,171356,,2017,7
519392,173742,,2017,17
519374,173722,,2017,2
519372,171294,,2017,3
519372,172076,,2017,23
519370,174347,,2017,1
519366,172065,,2017,13
519360,173722,,2017,22
519354,173711,,2017,7
519339,172197,,2017,7
519325,171823,,2017,1
519320,172210,,2017,7
519315,173755,,2017,20
519314,172206,,2017,35
519314,172687,,2017,2
519314,172694,,2017,1
519310,173770,,2017,6
519307,173750,,2017,1
519306,173781,,2017,4
519305,172695,,2017,2
519303,172202,,2017,3
519296,171903,,2017,44
519291,172693,,2017,15
519290,173760,,2017,19
519283,172701,,2017,21
519281,173762,,2017,11
519278,174050,,2017,8
519272,172898,,2017,1
519246,171937,,2017,17
519241,171935,,2017,22
519241,174063,,2017,6
519239,172968,,2017,2
519234,174047,,2017,11
519233,174084,,2017,1
519233,174088,,2017,3
519231,174039,,2017,7
519229,171943,,2017,8
519222,174036,,2017,3
519221,174103,,2017,5
519215,171924,,2017,30
519213,171957,,2017,15
519208,174013,,2017,11
519207,174085,,2017,2
519206,172284,,2017,10
519205,170746,,2017,3
519205,174022,,2017,2
519203,171935,,2017,19
519202,171195,,2017,1
519201,172305,,2017,2
519198,170553,,2017,4
519197,174099,,2017,7
519196,170735,,2017,1
519195,172596,,2017,2
519193,172291,,2017,7
519192,170741,,2017,1
519191,170777,,2017,1
519190,170782,,2017,1
519189,172286,,2017,13
519185,171159,,2017,1
519184,170775,,2017,1
519183,170858,,2017,1
519177,170742,,2017,1
519177,171732,,2017,5
519176,170709,,2017,1
519176,170742,,2017,1
519176,171219,,2017,5
519175,170835,,2017,4
519174,170785,,2017,1
519174,171044,,2017,19
519172,171723,,2017,5
519170,171734,,2017,10
519170,171937,,2017,24
519169,171070,,2017,1
519168,170919,,2017,1
519167,170770,,2017,1
519164,170831,,2017,1
519164,170894,,2017,1
519164,171721,,2017,7
519164,171723,,2017,3
519163,170783,,2017,1
519163,172748,,2017,1
519162,170766,,2017,1
519162,171773,,2017,2
519161,170703,,2017,1
519161,172752,,2017,1
519159,170876,,2017,1
519159,172488,,2017,4
519158,171813,,2017,8
519157,170813,,2017,1
519156,171706,,2017,4
519156,171797,,2017,4
519155,171728,,2017,1
519155,171778,,2017,2
519154,170728,,2017,1
519154,171778,,2017,10
519153,172562,,2017,5
519149,170800,,2017,1
519149,171707,,2017,4
519146,170899,,2017,2
519145,171738,,2017,5
519145,171913,,2017,18
519144,171882,,2017,12
519143,171863,,2017,3
519142,170766,,2017,1
519142,170829,,2017,1
519142,171803,,2017,10
519142,172054,,2017,10
519141,170827,,2017,1
519141,170883,,2017,1
519140,171696,,2017,3
519138,172562,,2017,1
519138,172783,,2017,3
519136,170940,,2017,1
519136,171693,,2017,2
519135,172579,,2017,3
519134,170752,,2017,1
519134,171868,,2017,1
519132,170920,,2017,1
519132,170959,,2017,1
519132,172028,,2017,19
519129,171681,,2017,1
519129,172074,,2017,8
519129,172836,,2017,1
519128,170799,,2017,1
519127,171671,,2017,2
519126,170984,,2017,2
519123,171670,,2017,2
519122,172053,,2017,25
519121,170867,,2017,1
519121,172030,,2017,27
519120,172021,,2017,11
519119,171332,,2017,1
519118,172060,,2017,12
519117,171994,,2017,18
519114,170991,,2017,1
519114,171645,,2017,6
519114,172739,,2017,3
519112,172110,,2017,2
519110,171004,,2017,1
519110,171662,,2017,5
519110,172009,,2017,18
519110,172090,,2017,5
519110,174297,,2017,2
519109,170951,,2017,1
519109,172054,,2017,14
519109,172066,,2017,8
519109,172084,,2017,13
519108,171022,,2017,1
519106,172088,,2017,7
519105,171933,,2017,140
519104,170974,,2017,13
519104,172076,,2017,4
519104,172751,,2017,3
519101,171614,,2017,12
519100,170944,,2017,1
519100,170975,,2017,1
519100,171643,,2017,8
519099,170964,,2017,1
519099,171027,,2017,1
519097,171454,,2017,2
519097,172030,,2017,25
519095,170987,,2017,1
519093,172054,,2017,18
519092,171643,,2017,7
519090,171054,,2017,3
519089,171007,,2017,1
519089,171643,,2017,9
519087,172826,,2017,3
519085,171641,,2017,16
519085,172043,,2017,1
519084,172067,,2017,1
519082,171055,,2017,1
519079,171013,,2017,1
519079,171027,,2017,1
519079,172111,,2017,9
519078,171068,,2017,3
519077,171035,,2017,1
519073,170988,,2017,1
519070,170973,,2017,1
519069,172064,,2017,5
519069,172272,,2017,4
519068,171020,,2017,1
519068,171027,,2017,1
519067,172244,,2017,1
519066,172122,,2017,7
519066,172200,,2017,6
519065,172262,,2017,46
519063,170963,,2017,1
519063,171059,,2017,1
519061,172183,,2017,10
519060,171644,,2017,2
519059,172143,,2017,20
519057,171058,,2017,1
519052,171038,,2017,1
519052,172263,,2017,12
519050,172277,,2017,7
519048,172215,,2017,4
519048,172231,,2017,19
519042,172216,,2017,4
519042,172258,,2017,8
519040,172266,,2017,5
519032,172188,,2017,12
519031,172754,,2017,3
519026,172203,,2017,10
519025,172212,,2017,19
519017,172194,,2017,16
519014,171792,,2017,3
519014,172210,,2017,14
519011,172219,,2017,19
519004,172220,,2017,18
518998,172093,,2017,29
518993,171783,,2017,2
518989,172114,,2017,6
518977,172172,,2017,8
518969,171769,,2017,1
518965,171762,,2017,1
518963,172091,,2017,6
518949,172242,,2017,3
518948,172240,,2017,7
518939,171775,,2017,4
518939,172188,,2017,8
518938,172180,,2017,10
518936,172187,,2017,15
518936,172255,,2017,8
518927,172203,,2017,7
518924,172260,,2017,1
518922,171770,,2017,3
518921,172249,,2017,7
518917,171776,,2017,2
518917,172214,,2017,3
518916,171783,,2017,3
518913,172279,,2017,12
518911,172550,,2017,12
518910,172455,,2017,10
518908,172240,,2017,5
518907,172297,,2017,17
518907,172357,,2017,9
518906,172397,,2017,2
518903,172252,,2017,6
518900,171776,,2017,3
518900,172345,,2017,1
518898,172321,,2017,5
518895,171991,,2017,3
518890,172406,,2017,9
518888,172429,,2017,4
518882,172270,,2017,2
518879,172489,,2017,2
518867,171967,,2017,7
518862,171956,,2017,10
518862,172512,,2017,5
518861,172548,,2017,8
518844,172057,,2017,1
518841,172221,,2017,1
518840,171900,,2017,5
518838,173502,,2017,8
518834,173527,,2017,20
518834,173555,,2017,6
518830,171895,,2017,2
518824,173494,,2017,7
518824,173521,,2017,22
518816,173210,,2017,3
518810,173480,,2017,20
518810,173481,,2017,3
518805,173474,,2017,15
518802,173456,,2017,20
518802,173465,,2017,16
518802,173509,,2017,23
518788,173522,,2017,42
518787,173255,,2017,1
518786,173133,,2017,1
518782,173489,,2017,12
518778,173481,,2017,15
518774,173510,,2017,19
518767,172489,,2017,8
518765,173497,,2017,9
518764,173258,,2017,3
518763,172455,,2017,1
518763,173509,,2017,17
518757,173399,,2017,8
518755,172511,,2017,3
518751,173977,,2017,1
518750,173434,,2017,1
518749,173387,,2017,12
518747,172445,,2017,2
518745,173162,,2017,6
518740,172548,,2017,1
518739,173522,,2017,5
518733,173384,,2017,7
518732,173137,,2017,1
518730,173455,,2017,5
518727,173364,,2017,11
518727,173393,,2017,11
518724,173369,,2017,2
518722,173412,,2017,9
518721,173366,,2017,7
518718,173641,,2017,6
518717,173429,,2017,3
518716,173403,,2017,1
518714,173129,,2017,2
518712,172569,,2017,1
518711,173406,,2017,5
518709,173365,,2017,18
518706,173407,,2017,6
518706,173443,,2017,4
518699,173409,,2017,4
518691,173394,,2017,2
518690,172569,,2017,1
518689,173411,,2017,10
518685,173401,,2017,6
518675,173908,,2017,4
518669,173942,,2017,1
518666,172543,,2017,5
518666,173312,,2017,2
518653,173176,,2017,3
518648,173188,,2017,1
518627,173644,,2017,2
518622,173372,,2017,1
518613,173357,,2017,4
518613,173395,,2017,3
518613,173514,,2017,2
518566,173682,,2017,1
518565,173656,,2017,1
518552,173632,,2017,1
518552,173710,,2017,1
518532,173739,,2017,1
518390,172753,,2017,6
518387,172752,,2017,2
518367,172776,,2017,2
518365,172771,,2017,1
518289,173010,,2017,1
518282,173030,,2017,2
518280,173048,,2017,4
518273,173086,,2017,6
518241,173151,,2017,6
521390,173287,,2018,1
521386,173316,,2018,1
521383,173347,,2018,2
521379,173408,,2018,1
521379,173416,,2018,2
521374,173297,,2018,1
521370,173001,,2018,2
521366,173093,,2018,4
521364,174020,,2018,1
521354,173468,,2018,17
521350,173270,,2018,1
521348,173239,,2018,2
521347,173577,,2018,1
521346,173351,,2018,1
521346,173364,,2018,1
521341,173360,,2018,1
521339,173515,,2018,5
521339,173850,,2018,1
521333,173198,,2018,2
521325,173652,,2018,5
521324,173003,,2018,1
521324,173959,,2018,3
521319,174118,,2018,1
521313,173984,,2018,2
521311,173101,,2018,1
521311,173874,,2018,1
521307,173180,,2018,11
521304,173118,,2018,2
521299,173870,,2018,2
521297,173857,,2018,6
521290,173613,,2018,3
521286,173331,,2018,1
521279,173239,,2018,3
521279,173302,,2018,1
521274,173592,,2018,11
521274,174119,,2018,4
521273,172934,,2018,4
521272,173066,,2018,6
521272,173261,,2018,12
521265,174114,,2018,3
521263,173392,,2018,3
521262,173358,,2018,1
521261,173332,,2018,12
521259,173508,,2018,4
521259,173630,,2018,1
521255,173377,,2018,9
521254,173072,,2018,6
521252,173653,,2018,1
521251,173491,,2018,6
521251,173519,,2018,3
521250,173674,,2018,1
521248,173587,,2018,3
521247,173646,,2018,1
521246,173658,,2018,1
521245,173655,,2018,3
521241,173572,,2018,9
521240,173606,,2018,5
521240,173634,,2018,2
521240,173666,,2018,1
521237,173458,,2018,7
521234,173627,,2018,2
521234,173663,,2018,2
521230,173588,,2018,3
521223,173620,,2018,1
521223,173637,,2018,6
521221,173530,,2018,2
521220,174024,,2018,3
521218,173562,,2018,3
521211,173641,,2018,3
521210,173421,,2018,8
521210,173582,,2018,1
521206,173994,,2018,11
521205,173492,,2018,2
521205,173520,,2018,2
521199,173618,,2018,3
521198,173459,,2018,11
521196,173606,,2018,2
521194,173507,,2018,6
521191,173444,,2018,8
521182,173474,,2018,10
521176,173599,,2018,10
521169,173360,,2018,7
521168,173422,,2018,2
521142,173342,,2018,2
521142,173346,,2018,1
521132,173351,,2018,3
521131,173155,,2018,30
521128,173086,,2018,23
521121,173159,,2018,23
521120,173097,,2018,12
521113,173109,,2018,3
521093,173140,,2018,13
521092,173164,,2018,27
521089,173131,,2018,2
521079,173642,,2018,16
521072,173625,,2018,1
521069,172432,,2018,1
521069,173608,,2018,5
521067,172443,,2018,8
521064,172337,,2018,20
521063,173580,,2018,7
521062,173618,,2018,4
521061,173553,,2018,3
521060,173651,,2018,12
521059,173628,,2018,8
521058,173666,,2018,14
521057,173551,,2018,5
521052,172431,,2018,2
521049,173648,,2018,11
521046,173592,,2018,4
521045,173540,,2018,7
521042,173609,,2018,3
521041,172421,,2018,4
521039,173658,,2018,9
521036,173559,,2018,1
521034,173677,,2018,9
521032,173683,,2018,7
521030,173547,,2018,2
521028,173596,,2018,1
521028,173607,,2018,3
521020,173582,,2018,6
521020,173673,,2018,4
521016,173653,,2018,12
521015,173684,,2018,7
521010,173601,,2018,4
521006,174096,,2018,1
521004,173549,,2018,13
520999,173549,,2018,5
520999,173666,,2018,7
520994,173639,,2018,1
520992,173552,,2018,2
520987,173603,,2018,7
520987,173661,,2018,4
520987,173681,,2018,8
520978,173675,,2018,12
520973,172046,,2018,7
520870,172059,,2018,3
520867,172047,,2018,9
520838,172197,,2018,25
520835,172224,,2018,97
520831,172205,,2018,34
520827,172257,,2018,17
520826,172171,,2018,13
520824,172170,,2018,9
520823,172195,,2018,71
520823,172200,,2018,40
520822,172168,,2018,2
520822,172212,,2018,17
520819,172176,,2018,7
520812,172158,,2018,36
520807,172147,,2018,39
520805,172164,,2018,7
520803,172163,,2018,49
520803,172188,,2018,8
520800,172176,,2018,12
520797,172256,,2018,93
520794,172162,,2018,21
520792,173223,,2018,7
520786,172122,,2018,57
520781,172229,,2018,4
520780,172169,,2018,30
520779,172152,,2018,15
520779,173229,,2018,2
520770,173219,,2018,5
520767,173206,,2018,17
520762,173247,,2018,14
520756,172162,,2018,50
520756,172221,,2018,41
520745,174350,,2018,3
520740,174347,,2018,4
520735,172149,,2018,28
520729,172125,,2018,40
520728,172165,,2018,5
520728,172172,,2018,15
520727,172187,,2018,27
520724,172145,,2018,36
520718,172164,,2018,5
520718,172177,,2018,26
520718,172182,,2018,29
520713,172129,,2018,11
520709,172162,,2018,41
520697,172125,,2018,4
520684,172122,,2018,10
520672,173828,,2018,5
520651,174499,,2018,3
520631,173349,,2018,8
520629,173013,,2018,3
520620,172986,,2018,17
520615,173114,,2018,1
520605,173364,,2018,6
520598,173341,,2018,1
520593,173272,,2018,2
520593,173282,,2018,1
520588,173420,,2018,1
520586,173481,,2018,2
520580,173428,,2018,2
520575,173456,,2018,3
520573,173422,,2018,3
520568,173516,,2018,3
520537,171701,,2018,1
520535,172883,,2018,3
520475,172719,,2018,1
520396,172744,,2018,4
520383,172630,,2018,1
520375,173179,,2018,6
520368,172628,,2018,1
520367,173203,,2018,6
520364,172717,,2018,2
520363,172623,,2018,1
520361,172627,,2018,2
520361,172648,,2018,7
520356,173189,,2018,5
520353,172670,,2018,1
520351,172635,,2018,3
520350,173180,,2018,1
520345,172650,,2018,1
520342,173173,,2018,2
520341,172632,,2018,3
520341,172708,,2018,1
520337,172643,,2018,1
520335,173174,,2018,6
520333,172645,,2018,1
520329,172695,,2018,1
520312,173187,,2018,4
520292,173234,,2018,12
520291,173930,,2018,7
520290,173189,,2018,5
520286,173222,,2018,10
520278,173211,,2018,22
520276,171783,,2018,2
520274,173942,,2018,2
520270,173951,,2018,1
520258,171666,,2018,12
520257,173945,,2018,2
520240,172662,,2018,13
520238,173975,,2018,11
520228,171782,,2018,3
520227,173963,,2018,1
520220,173309,,2018,3
520212,172513,,2018,3
520211,173328,,2018,7
520200,172545,,2018,1
520195,173324,,2018,3
520187,173310,,2018,1
520176,173311,,2018,5
520175,172556,,2018,2
520175,174193,,2018,2
520174,172504,,2018,3
520168,174197,,2018,2
520166,173887,,2018,17
520166,173912,,2018,6
520165,171758,,2018,1
520161,172589,,2018,1
520157,172552,,2018,5
520152,172488,,2018,8
520152,172569,,2018,10
520150,174172,,2018,1
520139,172628,,2018,6
520127,172620,,2018,24
520127,172643,,2018,17
