Easting,Northing,Tree_ID,Year,Nests_Removed
519274,170489,,2014,3
519267,170579,,2014,1
519261,170526,,2014,1
519260,170469,,2014,3
519259,170484,,2014,5
519254,170702,,2014,13
519254,172682,,2014,3
519253,170718,,2014,2
519250,170877,,2014,8
519250,170879,,2014,3
519244,172819,,2014,1
519241,174063,,2014,5
519240,171397,,2014,6
519239,171085,,2014,1
519238,172787,,2014,1
519238,174057,,2014,1
519237,170561,,2014,10
519237,172767,,2014,1
519237,174333,,2014,2
519232,174046,,2014,2
519229,170617,,2014,6
519229,172682,,2014,1
519228,170539,,2014,12
519227,170579,,2014,14
519226,170544,,2014,20
519226,170701,,2014,12
519226,174088,,2014,4
519224,170641,,2014,9
519222,174036,,2014,8
519220,170687,,2014,17
519218,170587,,2014,8
519216,170444,,2014,16
519216,172695,,2014,1
519215,170593,,2014,3
519213,170632,,2014,1
519213,174098,,2014,1
519212,172309,,2014,1
519211,170567,,2014,2
519211,170617,,2014,2
519211,174033,,2014,1
519209,170726,,2014,8
519209,174086,,2014,2
519206,172284,,2014,2
519203,170744,,2014,2
519200,174096,,2014,2
519199,171145,,2014,2
519199,171794,,2014,11
519199,172670,,2014,1
519199,172692,,2014,1
519198,170553,,2014,3
519198,171437,,2014,8
519197,170781,,2014,1
519196,172289,,2014,3
519196,172300,,2014,1
519195,170640,,2014,2
519195,170729,,2014,3
519195,171464,,2014,4
519195,172671,,2014,1
519195,172718,,2014,1
519194,172311,,2014,1
519193,171169,,2014,2
519193,172597,,2014,3
519192,170785,,2014,4
519190,170659,,2014,1
519189,172286,,2014,10
519187,172731,,2014,1
519186,172294,,2014,1
519186,174430,,2014,1
519184,172767,,2014,1
519182,172307,,2014,1
519180,170836,,2014,14
519179,170658,,2014,7
519179,170667,,2014,1
519179,172797,,2014,2
519177,170714,,2014,1
519177,171746,,2014,1
519177,172279,,2014,1
519176,171219,,2014,5
519176,171734,,2014,6
519172,170639,,2014,4
519171,170747,,2014,2
519170,170763,,2014,9
519170,171722,,2014,2
519169,170709,,2014,4
519168,171499,,2014,3
519168,172660,,2014,3
519167,171718,,2014,2
519166,170735,,2014,12
519166,171712,,2014,6
519164,174358,,2014,1
519162,170831,,2014,4
519161,171534,,2014,2
519160,172764,,2014,1
519159,171701,,2014,6
519158,171187,,2014,10
519158,171813,,2014,9
519157,170730,,2014,1
519157,170730,,2014,3
519155,171778,,2014,6
519153,172562,,2014,3
519153,174377,,2014,2
519152,171714,,2014,8
519151,170752,,2014,2
519150,171518,,2014,2
519149,171685,,2014,2
519145,171189,,2014,4
519145,171225,,2014,3
519145,171738,,2014,1
519144,170769,,2014,8
519144,171882,,2014,3
519143,170770,,2014,2
519143,171313,,2014,1
519143,171863,,2014,1
519142,170813,,2014,3
519142,171803,,2014,5
519140,171211,,2014,6
519137,170820,,2014,5
519137,170822,,2014,8
519137,171784,,2014,3
519136,171693,,2014,4
519135,172698,,2014,1
519132,171475,,2014,26
519132,171558,,2014,1
519131,170808,,2014,3
519131,172836,,2014,3
519130,172558,,2014,2
519127,172767,,2014,1
519125,170836,,2014,4
519125,170861,,2014,5
519123,170802,,2014,4
519122,170976,,2014,23
519119,171332,,2014,1
519119,171500,,2014,16
519118,170944,,2014,4
519114,172739,,2014,1
519111,170989,,2014,3
519111,173781,,2014,3
519110,170962,,2014,9
519109,170840,,2014,3
519108,171648,,2014,2
519108,171661,,2014,7
519105,171002,,2014,2
519104,172751,,2014,1
519103,171364,,2014,5
519102,171349,,2014,2
519100,171338,,2014,7
519100,173792,,2014,1
519099,170959,,2014,2
519099,171022,,2014,10
519098,171613,,2014,7
519097,171454,,2014,7
519096,171454,,2014,12
519096,173769,,2014,2
519095,171376,,2014,1
519095,171786,,2014,1
519094,170902,,2014,3
519092,170993,,2014,6
519088,170907,,2014,17
519088,171049,,2014,5
519088,171480,,2014,15
519087,171015,,2014,8
519084,170894,,2014,6
519082,171027,,2014,3
519077,170971,,2014,10
519076,171176,,2014,3
519075,172071,,2014,1
519075,172071,,2014,2
519074,171596,,2014,13
519072,170952,,2014,4
519072,171032,,2014,2
519072,173779,,2014,1
519070,172728,,2014,2
519069,170959,,2014,4
519069,172063,,2014,1
519068,172661,,2014,3
519064,170965,,2014,1
519064,170986,,2014,3
519063,171064,,2014,1
519061,171002,,2014,2
519059,171029,,2014,9
519049,171678,,2014,3
519048,171039,,2014,5
519044,172700,,2014,2
519043,171068,,2014,3
519043,171082,,2014,17
519042,171050,,2014,10
519041,171630,,2014,3
519035,171095,,2014,8
519035,171115,,2014,7
519034,171146,,2014,16
519034,171749,,2014,2
519032,171134,,2014,19
519031,171126,,2014,10
519028,171739,,2014,1
519027,171158,,2014,1
519027,171175,,2014,10
519025,171180,,2014,2
519024,171111,,2014,25
519023,171136,,2014,3
519022,172735,,2014,3
519021,171125,,2014,11
519021,171586,,2014,6
519020,171187,,2014,2
519018,171115,,2014,4
519014,171792,,2014,1
519014,174226,,2014,1
519012,171199,,2014,11
519012,171598,,2014,1
519007,171194,,2014,19
519000,171212,,2014,18
518999,171739,,2014,1
518999,172092,,2014,21
518998,171200,,2014,12
518998,171222,,2014,6
518997,171264,,2014,1
518995,171806,,2014,7
518993,171783,,2014,3
518990,172434,,2014,3
518988,171236,,2014,21
518986,171279,,2014,6
518985,171668,,2014,1
518984,171684,,2014,1
518981,171275,,2014,3
518980,173763,,2014,5
518975,171260,,2014,16
518961,171324,,2014,3
518959,171736,,2014,2
518958,173918,,2014,1
518956,171405,,2014,8
518952,171366,,2014,1
518951,171658,,2014,1
518950,172232,,2014,3
518950,173800,,2014,1
518948,172240,,2014,2
518945,173932,,2014,1
518937,172224,,2014,1
518936,172187,,2014,22
518935,171439,,2014,9
518935,171680,,2014,14
518933,173889,,2014,4
518930,171442,,2014,1
518930,172196,,2014,2
518928,171484,,2014,6
518928,171563,,2014,5
518924,173369,,2014,3
518923,171470,,2014,6
518921,172249,,2014,5
518921,172685,,2014,2
518919,171518,,2014,1
518917,172255,,2014,5
518916,171783,,2014,4
518916,172315,,2014,1
518913,172322,,2014,2
518911,172550,,2014,8
518907,172221,,2014,1
518907,172297,,2014,2
518902,172240,,2014,4
518899,172254,,2014,4
518898,172321,,2014,4
518889,172376,,2014,1
518869,172524,,2014,2
518864,173518,,2014,3
518862,172512,,2014,3
518861,172548,,2014,3
518860,172606,,2014,1
518857,172200,,2014,3
518849,172770,,2014,8
518844,172744,,2014,9
518842,172624,,2014,6
518840,171900,,2014,5
518838,172571,,2014,2
518835,171922,,2014,3
518834,172607,,2014,6
518834,173555,,2014,1
518833,172205,,2014,2
518832,172760,,2014,5
518830,171895,,2014,2
518830,172754,,2014,5
518829,172559,,2014,3
518827,172188,,2014,1
518827,172587,,2014,3
518825,172518,,2014,1
518824,172669,,2014,13
518819,172700,,2014,1
518816,172611,,2014,12
518813,172728,,2014,6
518811,172638,,2014,2
518810,172612,,2014,2
518810,173481,,2014,1
518808,171896,,2014,1
518808,172578,,2014,7
518806,172693,,2014,1
518802,173509,,2014,1
518801,173457,,2014,1
518798,172622,,2014,3
518797,171928,,2014,4
518794,172273,,2014,1
518793,172251,,2014,2
518791,172737,,2014,2
518788,172717,,2014,1
518787,172327,,2014,2
518786,172236,,2014,1
518784,172357,,2014,7
518779,172727,,2014,1
518778,173481,,2014,1
518777,172257,,2014,2
518776,172808,,2014,2
518774,173530,,2014,1
518769,172368,,2014,1
518769,172486,,2014,1
518768,173958,,2014,1
518766,174022,,2014,1
518764,173258,,2014,2
518758,172337,,2014,9
518757,173966,,2014,2
518754,172469,,2014,1
518754,172554,,2014,2
518751,172432,,2014,2
518744,173141,,2014,8
518743,173164,,2014,5
518738,173411,,2014,2
518735,172546,,2014,1
518733,173384,,2014,1
518727,173364,,2014,3
518721,173366,,2014,1
518718,172688,,2014,1
518716,173403,,2014,3
518714,173129,,2014,7
518711,173381,,2014,2
518711,173410,,2014,2
518709,172658,,2014,1
518709,173039,,2014,3
518709,173365,,2014,5
518705,172670,,2014,2
518704,172463,,2014,1
518703,173398,,2014,3
518702,172551,,2014,2
518696,172500,,2014,5
518695,172610,,2014,1
518694,173390,,2014,5
518690,172509,,2014,21
518690,172528,,2014,1
518690,173604,,2014,1
518689,173411,,2014,1
518685,173401,,2014,1
518683,172444,,2014,16
518683,172642,,2014,1
518680,172529,,2014,3
518678,172569,,2014,1
518676,172681,,2014,1
518673,172590,,2014,1
518668,172622,,2014,2
518667,172647,,2014,1
518665,172544,,2014,2
518663,172864,,2014,1
518655,173176,,2014,3
518651,173185,,2014,1
518648,173563,,2014,1
518648,173867,,2014,3
518647,172560,,2014,2
518643,173470,,2014,1
518635,173159,,2014,1
518628,173418,,2014,2
518627,173540,,2014,2
518623,173380,,2014,5
518622,173372,,2014,3
518621,173256,,2014,5
518620,173388,,2014,2
518616,173927,,2014,3
518613,173357,,2014,16
518613,173395,,2014,2
518613,173404,,2014,2
518613,173514,,2014,1
518611,172639,,2014,8
518607,172687,,2014,1
518601,173343,,2014,2
518600,173217,,2014,2
518598,172667,,2014,3
518589,172666,,2014,24
518582,172699,,2014,3
518581,173818,,2014,1
518579,173415,,2014,1
518576,172710,,2014,7
518573,173816,,2014,1
518571,173083,,2014,1
518568,172753,,2014,23
518565,172778,,2014,5
518565,173439,,2014,1
518565,173489,,2014,10
518565,173656,,2014,2
518564,172784,,2014,5
518563,172798,,2014,3
518550,173780,,2014,1
518544,172762,,2014,2
518544,173578,,2014,2
518543,172713,,2014,5
518543,173578,,2014,1
518533,173592,,2014,1
518514,172783,,2014,6
518479,173046,,2014,7
518477,173036,,2014,2
518461,172917,,2014,1
518460,173187,,2014,12
518457,172932,,2014,4
518454,172916,,2014,1
518454,172956,,2014,4
518450,173490,,2014,3
518449,172724,,2014,7
518440,172731,,2014,7
518438,172741,,2014,4
518438,172755,,2014,12
518436,172916,,2014,4
518433,172843,,2014,37
518424,172729,,2014,9
518423,172988,,2014,6
518423,173011,,2014,10
518421,172962,,2014,4
518418,172740,,2014,13
518415,172753,,2014,3
518409,173016,,2014,10
518395,173421,,2014,4
518394,173008,,2014,2
518392,173404,,2014,1
518356,173371,,2014,4
518346,173207,,2014,47
518327,173276,,2014,5
518319,173264,,2014,2
518301,172948,,2014,1
518290,173006,,2014,3
518289,173010,,2014,6
518282,173030,,2014,4
518280,173038,,2014,1
518280,173048,,2014,1
518276,173059,,2014,2
518273,173086,,2014,4
522259,173100,,2015,1
522250,173119,,2015,3
522230,173161,,2015,3
522227,173170,,2015,6
522006,172971,,2015,1
521975,173143,,2015,1
521896,172859,,2015,1
521831,172918,,2015,3
521719,173122,,2015,2
521700,173276,,2015,3
521677,173338,,2015,5
521566,173588,,2015,6
521530,173627,,2015,2
521527,172855,,2015,7
521518,173483,,2015,7
521517,172511,,2015,3
521512,173383,,2015,2
521511,173462,,2015,11
521506,172823,,2015,4
521455,173006,,2015,7
521451,172839,,2015,1
521393,173909,,2015,4
521390,174006,,2015,1
521386,173966,,2015,3
521369,173895,,2015,1
521329,172536,,2015,1
521313,172875,,2015,1
521313,172884,,2015,2
521310,173063,,2015,5
521307,172437,,2015,1
521303,172878,,2015,2
521298,172702,,2015,3
521294,172424,,2015,3
521294,172456,,2015,2
521292,172631,,2015,8
521292,172724,,2015,2
521292,172866,,2015,7
521283,172443,,2015,6
521283,172673,,2015,7
521282,172606,,2015,1
521281,172687,,2015,1
521280,172400,,2015,2
521280,172700,,2015,2
521280,172703,,2015,1
521279,172617,,2015,2
521278,172417,,2015,3
521275,172382,,2015,2
521275,172397,,2015,2
521275,172563,,2015,3
521274,172428,,2015,4
521274,172601,,2015,1
521274,172866,,2015,12
521273,172725,,2015,17
521272,172690,,2015,2
521271,172752,,2015,3
521271,172795,,2015,1
521271,172797,,2015,3
521270,172450,,2015,1
521270,172534,,2015,3
521269,172280,,2015,5
521266,172685,,2015,2
521262,172355,,2015,11
521259,172309,,2015,8
521258,172339,,2015,15
521251,172902,,2015,2
521250,172561,,2015,23
521249,172579,,2015,1
521245,172371,,2015,1
521242,172246,,2015,8
521239,172363,,2015,10
521237,172365,,2015,3
521235,172306,,2015,5
521231,172390,,2015,16
521230,172390,,2015,2
521224,172390,,2015,5
521217,172371,,2015,3
521212,172526,,2015,7
521209,172289,,2015,6
521209,172439,,2015,7
521207,172523,,2015,7
521203,172398,,2015,8
521202,172507,,2015,9
521196,172465,,2015,5
521194,172320,,2015,7
521194,172391,,2015,14
521194,172427,,2015,13
521187,172305,,2015,5
521187,173137,,2015,2
521185,172321,,2015,3
521185,172489,,2015,7
521185,173175,,2015,1
521183,172314,,2015,3
521181,172345,,2015,2
521181,172377,,2015,10
521178,172328,,2015,1
521178,172380,,2015,1
521177,172391,,2015,3
521173,172431,,2015,10
521173,173186,,2015,4
521172,172405,,2015,3
521172,173281,,2015,4
521168,172424,,2015,11
521168,173262,,2015,6
521166,172502,,2015,4
521165,172393,,2015,1
521165,172400,,2015,5
521163,173167,,2015,2
521162,172464,,2015,14
521160,172467,,2015,7
521159,172343,,2015,4
521156,172356,,2015,4
521156,173095,,2015,2
521154,172448,,2015,3
521154,172482,,2015,20
521152,172431,,2015,2
521151,172292,,2015,13
521151,172362,,2015,8
521151,173261,,2015,11
521147,173085,,2015,1
521145,174230,,2015,2
521141,172441,,2015,5
521140,172392,,2015,2
521138,172298,,2015,9
521137,172283,,2015,5
521135,172372,,2015,1
521131,172298,,2015,10
521127,174241,,2015,5
521126,172214,,2015,1
521126,172303,,2015,3
521125,172220,,2015,2
521125,172276,,2015,4
521125,172666,,2015,7
521121,172210,,2015,1
521121,172252,,2015,21
521120,172215,,2015,2
521117,172283,,2015,23
521113,172214,,2015,1
521109,172304,,2015,11
521108,172270,,2015,6
521100,172272,,2015,2
521099,172271,,2015,7
521098,174268,,2015,1
521091,172279,,2015,7
521091,174297,,2015,1
521090,172304,,2015,12
521090,172441,,2015,30
521088,172262,,2015,7
521084,174247,,2015,5
521078,174281,,2015,1
521077,172446,,2015,16
521075,174296,,2015,2
521074,172260,,2015,5
521074,174255,,2015,5
521073,172187,,2015,3
521070,172279,,2015,7
521070,173567,,2015,6
521069,172432,,2015,16
521068,172270,,2015,2
521064,173548,,2015,13
521061,172253,,2015,2
521058,174235,,2015,1
521057,173596,,2015,5
521056,172263,,2015,5
521054,173572,,2015,16
521052,172253,,2015,5
521052,172434,,2015,32
521048,172274,,2015,5
521045,172297,,2015,15
521043,173528,,2015,6
521042,173594,,2015,1
521040,173525,,2015,7
521039,173557,,2015,2
521035,172275,,2015,4
521031,172423,,2015,9
521031,173546,,2015,1
521031,173600,,2015,5
521030,172262,,2015,9
521027,172299,,2015,22
521027,173578,,2015,6
521024,173513,,2015,3
521020,174080,,2015,3
521019,172268,,2015,13
521018,172291,,2015,27
521017,173594,,2015,1
521014,172256,,2015,11
521014,172411,,2015,16
521014,173546,,2015,14
521011,173671,,2015,3
521010,173594,,2015,2
521008,174082,,2015,10
521008,174119,,2015,3
521007,174095,,2015,10
521004,172255,,2015,11
521004,172296,,2015,16
521004,173573,,2015,22
521000,172408,,2015,3
521000,173621,,2015,7
520997,174090,,2015,14
520995,173639,,2015,3
520991,172121,,2015,11
520990,172100,,2015,3
520987,173603,,2015,3
520978,173606,,2015,4
520975,172301,,2015,2
520970,172120,,2015,2
520965,172105,,2015,11
520961,172404,,2015,9
520958,174301,,2015,6
520955,172092,,2015,16
520949,172395,,2015,8
520939,172401,,2015,13
520939,174072,,2015,10
520935,174056,,2015,12
520926,172407,,2015,1
520924,174062,,2015,18
520915,172153,,2015,19
520910,172379,,2015,19
520901,172401,,2015,13
520882,172403,,2015,11
520879,172388,,2015,3
520861,172378,,2015,22
520856,174319,,2015,1
520853,172386,,2015,20
520848,174309,,2015,1
520814,174138,,2015,15
520807,172389,,2015,20
520807,174110,,2015,29
520807,174273,,2015,8
520805,174097,,2015,10
520805,174294,,2015,6
520801,174101,,2015,16
520800,174412,,2015,8
520794,172078,,2015,15
520794,173218,,2015,2
520793,172065,,2015,3
520791,173196,,2015,11
520788,172071,,2015,1
520786,173229,,2015,1
520784,172059,,2015,4
520783,172374,,2015,40
520775,172390,,2015,21
520774,174160,,2015,21
520772,174221,,2015,40
520771,174081,,2015,17
520770,173219,,2015,8
520769,172052,,2015,64
520768,173195,,2015,18
520762,172383,,2015,22
520759,173237,,2015,5
520758,174227,,2015,18
520757,174074,,2015,11
520757,174207,,2015,58
520755,174089,,2015,29
520754,174144,,2015,6
520747,174179,,2015,21
520746,172029,,2015,15
520746,172390,,2015,24
520746,173822,,2015,2
520741,174238,,2015,49
520734,174330,,2015,6
520732,173331,,2015,4
520729,173825,,2015,24
520729,174179,,2015,18
520728,174276,,2015,38
520716,172366,,2015,1
520713,173154,,2015,2
520713,173347,,2015,2
520706,173098,,2015,2
520695,174065,,2015,15
520688,174100,,2015,3
520687,173144,,2015,1
520686,174050,,2015,5
520686,174061,,2015,1
520685,174094,,2015,6
520683,174069,,2015,2
520680,174047,,2015,8
520677,174081,,2015,2
520672,173828,,2015,56
520672,174078,,2015,1
520666,174051,,2015,3
520664,173037,,2015,1
520663,173345,,2015,1
520663,173772,,2015,57
520659,173031,,2015,1
520651,173762,,2015,9
520650,173095,,2015,2
520650,173752,,2015,15
520648,173104,,2015,2
520648,174022,,2015,2
520648,174029,,2015,3
520645,172987,,2015,2
520644,173332,,2015,5
520644,174033,,2015,2
520643,174056,,2015,1
520642,173401,,2015,1
520642,173783,,2015,20
520641,174061,,2015,1
520632,173018,,2015,2
520632,173018,,2015,16
520626,173406,,2015,2
520626,173415,,2015,3
520626,174010,,2015,3
520616,173111,,2015,3
520615,172984,,2015,9
520612,173156,,2015,1
520609,173348,,2015,2
520609,173396,,2015,1
520608,173299,,2015,4
520608,173326,,2015,2
520606,173408,,2015,3
520606,173433,,2015,5
520605,173367,,2015,2
520603,173196,,2015,1
520596,173297,,2015,1
520596,173999,,2015,11
520588,173420,,2015,5
520585,173301,,2015,1
520580,173428,,2015,2
520580,174189,,2015,10
520576,173984,,2015,6
520575,173456,,2015,5
520574,173995,,2015,9
520570,173494,,2015,6
520568,173516,,2015,10
520567,173469,,2015,18
520565,172881,,2015,1
520564,174536,,2015,2
520563,174453,,2015,3
520560,174192,,2015,17
520556,173516,,2015,12
520550,173774,,2015,13
520550,173992,,2015,6
520537,171701,,2015,4
520536,173776,,2015,26
520535,172883,,2015,2
520533,173630,,2015,47
520532,173813,,2015,23
520531,172877,,2015,5
520520,173616,,2015,36
520513,173754,,2015,33
520513,174034,,2015,21
520511,171808,,2015,11
520511,174014,,2015,20
520510,174090,,2015,18
520510,174467,,2015,19
520509,173746,,2015,14
520500,174097,,2015,44
520496,171697,,2015,1
520488,173765,,2015,17
520487,171660,,2015,3
520486,173959,,2015,3
520482,171667,,2015,1
520481,171652,,2015,4
520480,171652,,2015,8
520475,171650,,2015,4
520473,173966,,2015,3
520470,171644,,2015,5
520463,172737,,2015,2
520463,173626,,2015,57
520457,171632,,2015,6
520453,171627,,2015,8
520453,172700,,2015,5
520448,171624,,2015,2
520438,173529,,2015,29
520429,174423,,2015,4
520427,171630,,2015,2
520427,174414,,2015,2
520417,173930,,2015,14
520412,171775,,2015,9
520410,171603,,2015,19
520402,173690,,2015,6
520386,171664,,2015,11
520374,171704,,2015,31
520361,172627,,2015,2
520359,174315,,2015,2
520356,172648,,2015,4
520353,172670,,2015,2
520351,172635,,2015,2
520345,172650,,2015,1
520342,172666,,2015,1
520341,172708,,2015,2
520333,171632,,2015,9
520328,171530,,2015,11
520312,171525,,2015,6
520312,172645,,2015,8
520310,172691,,2015,3
520302,174407,,2015,4
520291,173930,,2015,14
520288,174382,,2015,49
520284,171978,,2015,1
520282,171733,,2015,20
520279,171726,,2015,18
520276,173942,,2015,16
520273,171780,,2015,4
520271,173951,,2015,6
520267,174406,,2015,10
520266,173282,,2015,1
520264,171720,,2015,2
520260,171794,,2015,1
520259,171845,,2015,21
520258,171666,,2015,68
520257,173945,,2015,11
520255,171756,,2015,6
520253,171520,,2015,3
520253,174412,,2015,5
520252,171508,,2015,5
520248,171743,,2015,10
520247,171498,,2015,4
520246,172757,,2015,1
520246,174411,,2015,1
520244,172561,,2015,3
520240,171764,,2015,23
520240,171871,,2015,11
520240,172735,,2015,1
520238,171492,,2015,16
520238,173975,,2015,10
520236,171489,,2015,8
520234,174350,,2015,3
520232,171482,,2015,11
520231,171780,,2015,2
520227,173963,,2015,2
520224,171801,,2015,2
520224,172720,,2015,1
520222,171858,,2015,15
520221,173939,,2015,4
520220,171768,,2015,2
520220,171819,,2015,19
520220,173309,,2015,1
520215,171475,,2015,15
520215,171612,,2015,2
520215,172540,,2015,3
520213,171602,,2015,29
520211,173328,,2015,2
520208,174332,,2015,11
520205,173308,,2015,1
520203,172531,,2015,1
520198,171783,,2015,11
520198,171852,,2015,18
520195,171745,,2015,30
520192,171869,,2015,2
520191,171832,,2015,1
520183,173324,,2015,1
520182,171603,,2015,20
520179,174266,,2015,1
520178,171422,,2015,17
520177,174318,,2015,3
520174,172504,,2015,7
520174,174158,,2015,1
520172,171626,,2015,16
520172,171871,,2015,17
520169,171593,,2015,30
520169,171605,,2015,16
520169,171815,,2015,8
520167,171850,,2015,2
520166,173887,,2015,17
520165,171544,,2015,42
520165,171758,,2015,9
520165,173719,,2015,40
520164,171798,,2015,2
520159,171577,,2015,14
520157,172552,,2015,3
520153,171725,,2015,2
520152,171827,,2015,12
520152,172488,,2015,5
520152,172569,,2015,2
520148,171521,,2015,26
520148,171867,,2015,10
520145,172498,,2015,3
520143,171556,,2015,19
520140,172568,,2015,2
520133,172552,,2015,8
520128,171499,,2015,21
520125,173877,,2015,4
520124,172485,,2015,1
520117,172490,,2015,2
520115,172552,,2015,3
520114,171499,,2015,7
520113,172526,,2015,1
520111,171520,,2015,18
520111,173811,,2015,4
520109,171490,,2015,23
520109,172455,,2015,2
520109,172574,,2015,8
520100,173520,,2015,5
520097,173191,,2015,3
520097,173542,,2015,3
520095,171777,,2015,1
520095,172720,,2015,3
520093,172742,,2015,2
520093,173870,,2015,8
520093,174405,,2015,1
520091,172748,,2015,1
520091,173794,,2015,10
520089,172502,,2015,3
520088,171519,,2015,11
520086,171291,,2015,1
520085,171497,,2015,62
520085,172710,,2015,4
520084,172705,,2015,2
520083,172744,,2015,4
520079,173395,,2015,33
520079,173898,,2015,13
520077,172556,,2015,14
520076,171269,,2015,3
520076,172725,,2015,5
520073,171770,,2015,3
520072,172483,,2015,1
520071,174399,,2015,4
520067,171276,,2015,34
520063,171943,,2015,1
520063,172753,,2015,1
520060,173303,,2015,4
520059,171496,,2015,7
520059,173349,,2015,4
520059,173349,,2015,9
520058,171504,,2015,14
520058,173369,,2015,3
520056,172489,,2015,1
520056,173324,,2015,12
520052,172719,,2015,1
520048,172728,,2015,4
520048,173403,,2015,2
520047,173796,,2015,10
520045,172550,,2015,3
520043,171809,,2015,1
520042,171242,,2015,14
520042,172760,,2015,2
520040,171942,,2015,3
520040,172536,,2015,5
520039,173320,,2015,1
520038,171804,,2015,1
520038,171848,,2015,1
520037,172763,,2015,5
520034,172480,,2015,2
520032,171248,,2015,14
520032,172737,,2015,1
520031,171787,,2015,1
520030,174410,,2015,10
520028,171791,,2015,5
520027,173439,,2015,5
520026,172010,,2015,3
520022,173405,,2015,3
520021,171751,,2015,4
520021,171969,,2015,3
520021,172744,,2015,1
520020,172751,,2015,5
520019,172466,,2015,4
520018,172007,,2015,2
520017,173418,,2015,2
520015,171992,,2015,3
520014,171809,,2015,1
520013,172012,,2015,1
520011,171789,,2015,1
520010,172752,,2015,1
520009,172463,,2015,1
520009,173364,,2015,2
520008,173886,,2015,3
520006,171853,,2015,1
520006,172742,,2015,1
520005,171657,,2015,1
520005,172739,,2015,1
520005,173873,,2015,9
520001,171840,,2015,4
520001,171983,,2015,3
520001,172525,,2015,2
520001,173872,,2015,6
520000,172700,,2015,4
520000,172749,,2015,2
519999,173245,,2015,4
519999,173831,,2015,7
519998,171851,,2015,1
519998,173411,,2015,22
519997,173433,,2015,9
519996,172466,,2015,3
519994,172763,,2015,2
519994,173904,,2015,4
519994,173958,,2015,1
519992,173943,,2015,1
519991,173353,,2015,28
519991,173433,,2015,14
519989,171135,,2015,1
519988,173842,,2015,7
519986,173936,,2015,1
519985,173810,,2015,4
519983,171893,,2015,5
519983,173426,,2015,10
519982,173876,,2015,13
519979,172064,,2015,1
519979,173841,,2015,1
519977,171871,,2015,6
519977,173971,,2015,3
519976,173797,,2015,5
519976,173899,,2015,5
519975,172221,,2015,3
519974,173861,,2015,5
519973,173415,,2015,15
519972,171902,,2015,2
519972,173946,,2015,3
519970,173850,,2015,1
519969,173806,,2015,1
519968,173878,,2015,1
519966,173892,,2015,1
519964,173784,,2015,1
519963,171658,,2015,7
519962,173969,,2015,1
519960,173776,,2015,1
519958,172239,,2015,1
519958,173418,,2015,11
519957,171796,,2015,1
519955,173410,,2015,8
519955,174474,,2015,8
519954,172440,,2015,5
519953,173797,,2015,3
519950,173899,,2015,6
519947,172234,,2015,1
519947,173397,,2015,1
519947,173863,,2015,2
519945,173805,,2015,1
519944,171733,,2015,3
519943,173430,,2015,4
519940,171669,,2015,3
519940,173806,,2015,2
519940,174257,,2015,1
519939,173328,,2015,3
519938,173774,,2015,3
519938,173804,,2015,2
519937,173924,,2015,1
519934,173393,,2015,1
519932,172238,,2015,2
519931,172480,,2015,2
519929,173928,,2015,2
519928,172255,,2015,1
519928,173779,,2015,1
519927,172412,,2015,4
519927,173395,,2015,2
519927,173781,,2015,4
519926,173430,,2015,1
519926,173979,,2015,2
519924,173815,,2015,3
519924,173856,,2015,3
519924,173947,,2015,2
519923,173861,,2015,3
519922,172403,,2015,1
519919,173930,,2015,1
519919,174053,,2015,3
519918,173844,,2015,1
519918,173944,,2015,1
519918,173981,,2015,5
519918,174069,,2015,1
519917,171048,,2015,6
519916,173858,,2015,5
519916,174042,,2015,5
519915,171065,,2015,18
519913,171221,,2015,5
519912,173963,,2015,2
519911,171364,,2015,16
519911,173944,,2015,2
519909,171045,,2015,11
519909,171060,,2015,54
519909,172247,,2015,2
519908,171045,,2015,7
519908,171227,,2015,1
519907,172385,,2015,1
519907,173949,,2015,4
519903,173822,,2015,5
519901,173814,,2015,3
519899,174017,,2015,2
519899,174046,,2015,4
519898,173389,,2015,4
519897,173918,,2015,4
519896,172243,,2015,5
519895,170956,,2015,3
519895,173849,,2015,1
519893,171023,,2015,47
519893,171059,,2015,14
519892,171001,,2015,18
519892,171014,,2015,32
519892,173858,,2015,2
519891,171840,,2015,2
519891,173943,,2015,3
519890,172023,,2015,1
519890,173400,,2015,2
519888,172271,,2015,6
519887,173518,,2015,3
519887,174057,,2015,2
519886,171008,,2015,13
519886,173881,,2015,7
519886,174037,,2015,2
519884,171004,,2015,16
519882,171814,,2015,3
519882,173888,,2015,3
519882,173986,,2015,1
519881,171310,,2015,2
519881,174019,,2015,3
519880,174063,,2015,3
519879,171315,,2015,4
519879,171718,,2015,4
519877,171303,,2015,1
519877,173825,,2015,2
519876,170991,,2015,6
519875,173977,,2015,5
519874,171009,,2015,7
519873,171018,,2015,8
519873,173412,,2015,4
519869,170908,,2015,1
519869,171710,,2015,7
519868,171675,,2015,1
519867,173951,,2015,20
519866,171341,,2015,7
519866,171691,,2015,3
519866,174054,,2015,5
519864,171337,,2015,3
519863,173444,,2015,14
519862,171012,,2015,41
519862,171015,,2015,31
519862,171856,,2015,3
519861,170968,,2015,10
519861,174038,,2015,3
519859,171322,,2015,8
519859,171710,,2015,1
519859,173746,,2015,4
519859,174442,,2015,52
519858,170977,,2015,36
519857,170894,,2015,1
519856,171877,,2015,1
519854,171639,,2015,4
519852,172054,,2015,4
519851,171747,,2015,3
519849,171819,,2015,1
